GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948:Q1,1948:Q2,1948:Q3,1948:Q4,1949:Q1,1949:Q2,1949:Q3,1949:Q4,1950:Q1,1950:Q2,1950:Q3,1950:Q4,1951:Q1,1951:Q2,1951:Q3,1951:Q4,1952:Q1,1952:Q2,1952:Q3,1952:Q4,1953:Q1,1953:Q2,1953:Q3,1953:Q4,1954:Q1,1954:Q2,1954:Q3,1954:Q4,1955:Q1,1955:Q2,1955:Q3,1955:Q4,1956:Q1,1956:Q2,1956:Q3,1956:Q4,1957:Q1,1957:Q2,1957:Q3,1957:Q4
 "98000","Far West",8,SQINC5H,10,"...","Personal income (thousands of dollars, seasonally adjusted)","Thousands of dollars",23922734,24497646,25050842,25314310,24910231,24898703,25033847,25330459,28203868,28514372,29512260,30542148,32198050,33359482,34114574,34830586,35911643,36586571,37430575,38211911,39132268,39476080,39498620,39654664,40089627,40156059,40350687,41272403,42771905,43701493,44647225,45345209,46557113,47487793,48219113,49089713,50115235,50809019,51471339,51585335
 "98000","Far West",8,SQINC5H,35,"..."," Earnings by place of work","Thousands of dollars",20047123,20603627,21120707,21331487,20817568,20643732,20560420,20594160,22263951,23217103,24461795,25386471,27080627,28111291,28737355,29374563,30466329,30971621,31608965,32276741,32999107,33142435,33050303,33022903,33261455,33224431,33245379,33961551,35335877,36141269,36899229,37454497,38736521,39543765,40080533,40756073,41458515,41881835,42402807,42223215
 "98000","Far West",8,SQINC5H,36,"..."," Less: Contributions for government social insurance 2/","Thousands of dollars",652233,615461,616877,603205,675909,664601,631973,603249,731731,739935,766283,796675,885853,882553,859401,878981,944026,938462,940130,952694,948643,944451,942335,927063,1076432,1075236,1082608,1099436,1215884,1241172,1260724,1260864,1342972,1348684,1345680,1356772,1529984,1532336,1539888,1516720
 "98000","Far West",8,SQINC5H,37,"...","  Employee and self-employed contributions for government social insurance","Thousands of dollars",210780,201432,210260,207144,194872,183352,180012,175676,242984,244632,249748,267280,299660,298708,290680,295404,340536,330344,335244,340168,358892,366412,363348,359596,434876,429608,435576,441684,486336,496412,504240,509624,546736,551580,552892,559948,650596,651024,659836,649756
 "98000","Far West",8,SQINC5H,38,"...","  Employer contributions for government social insurance","Thousands of dollars",441453,414029,406617,396061,481037,481249,451961,427573,488747,495303,516535,529395,586193,583845,568721,583577,603490,608118,604886,612526,589751,578039,578987,567467,641556,645628,647032,657752,729548,744760,756484,751240,796236,797104,792788,796824,879388,881312,880052,866964
 "98000","Far West",8,SQINC5H,42,"..."," Plus: Adjustment for residence 3/","Thousands of dollars",-5984,-6104,-6328,-6396,-19736,-19608,-19576,-19620,-12532,-13064,-13800,-14484,-38716,-40128,-40992,-41912,-45156,-45684,-46644,-48148,-47332,-47976,-48060,-47936,-73592,-73556,-73840,-75328,-80676,-82716,-84584,-86444,-86156,-87840,-89028,-91012,-87720,-88428,-89352,-89392
 "98000","Far West",8,SQINC5H,45,"..."," Equals: Net earnings by place of residence","Thousands of dollars",19388906,19982062,20497502,20721886,20121923,19959523,19908871,19971291,21519688,22464104,23681712,24575312,26156058,27188610,27836962,28453670,29477147,29987475,30622191,31275899,32003132,32150008,32059908,32047904,32111431,32075639,32088931,32786787,34039317,34817381,35553921,36107189,37307393,38107241,38645825,39308289,39840811,40261071,40773567,40617103
 "98000","Far West",8,SQINC5H,46,"..."," Plus: Dividends, interest, and rent 4/","Thousands of dollars",3307544,3308768,3390124,3461036,3518600,3572364,3641632,3755440,4108948,4201976,4357664,4480676,4579192,4678400,4751720,4846316,4869116,5030424,5124184,5270984,5442900,5660088,5760932,5858372,6213404,6243116,6383464,6504532,6735240,6845440,7019736,7143540,7090960,7200540,7327508,7513600,7877844,8022384,8130548,8185492
 "98000","Far West",8,SQINC5H,47,"..."," Plus: Personal current transfer receipts","Thousands of dollars",1226284,1206816,1163216,1131388,1269708,1366816,1483344,1603728,2575232,1848292,1472884,1486160,1462800,1492472,1525892,1530600,1565380,1568672,1684200,1665028,1686236,1665984,1677780,1748388,1764792,1837304,1878292,1981084,1997348,2038672,2073568,2094480,2158760,2180012,2245780,2267824,2396580,2525564,2567224,2782740
 "98000","Far West",8,SQINC5H,50,"..."," Wages and salaries","Thousands of dollars",14659312,14895312,15404224,15557848,15254920,15133468,15063800,15051788,16208692,16842584,17737892,18542444,19813996,20523064,20902124,21380316,22424280,22701356,23121836,23868752,24414944,24763008,24794932,24691116,24857424,24798220,24855956,25332104,26245536,26901816,27499296,28103440,29175152,29723820,30074520,30708924,31356944,31583960,31881424,31797984
