GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948:Q1,1948:Q2,1948:Q3,1948:Q4,1949:Q1,1949:Q2,1949:Q3,1949:Q4,1950:Q1,1950:Q2,1950:Q3,1950:Q4,1951:Q1,1951:Q2,1951:Q3,1951:Q4,1952:Q1,1952:Q2,1952:Q3,1952:Q4,1953:Q1,1953:Q2,1953:Q3,1953:Q4,1954:Q1,1954:Q2,1954:Q3,1954:Q4,1955:Q1,1955:Q2,1955:Q3,1955:Q4,1956:Q1,1956:Q2,1956:Q3,1956:Q4,1957:Q1,1957:Q2,1957:Q3,1957:Q4
 "96000","Southwest",6,SQINC5H,10,"...","Personal income (thousands of dollars, seasonally adjusted)","Thousands of dollars",12805413,13296473,13574145,13666561,13852677,14293673,14406465,14499925,15489017,14946173,15205325,15775433,16718044,17343536,18061320,18281524,18817352,19008972,19389476,19395160,19573504,19776740,19721568,19898144,20107056,20052436,20290948,20527044,21214388,21583252,21923624,22388704,22838788,23196140,23552140,23955208,24496804,24925784,25381372,25405280
 "96000","Southwest",6,SQINC5H,35,"..."," Earnings by place of work","Thousands of dollars",10813837,11310093,11599161,11703101,11830557,12212173,12232529,12218221,12552693,12406277,12820333,13350329,14360164,14928108,15595476,15786896,16353552,16471268,16759880,16721532,16803236,16939424,16845312,16957384,17116008,17015688,17184220,17331012,17983448,18297760,18568360,18982408,19395516,19715980,19995592,20326548,20769048,21085432,21487548,21379276
 "96000","Southwest",6,SQINC5H,36,"..."," Less: Contributions for government social insurance 2/","Thousands of dollars",256416,240936,242960,237648,286644,280332,260352,239928,279576,272132,273764,284572,330632,334708,329784,338412,373192,366976,372080,380520,385336,390528,394724,391192,456212,455104,457716,462208,507376,516320,524144,526148,568636,576372,578688,588740,674892,680396,687912,679120
 "96000","Southwest",6,SQINC5H,37,"...","  Employee and self-employed contributions for government social insurance","Thousands of dollars",92816,88688,92576,91216,96116,90432,88764,86644,122120,122844,125248,133904,155716,154748,150124,152304,175108,169368,171872,174128,183228,186824,185024,182972,219080,216284,219080,221624,243624,248224,251820,254380,275560,277900,278152,281272,326252,325724,329896,324684
 "96000","Southwest",6,SQINC5H,38,"...","  Employer contributions for government social insurance","Thousands of dollars",163600,152248,150384,146432,190528,189900,171588,153284,157456,149288,148516,150668,174916,179960,179660,186108,198084,197608,200208,206392,202108,203704,209700,208220,237132,238820,238636,240584,263752,268096,272324,271768,293076,298472,300536,307468,348640,354672,358016,354436
 "96000","Southwest",6,SQINC5H,42,"..."," Plus: Adjustment for residence 3/","Thousands of dollars",-7016,-7096,-7400,-7472,-22316,-22192,-21888,-21844,-14264,-15036,-15884,-16620,-43008,-44596,-45652,-46688,-50884,-51076,-52168,-53512,-52708,-53328,-53564,-53332,-81912,-81620,-81776,-83088,-89932,-92124,-94064,-95940,-96776,-98832,-99732,-101704,-98552,-99464,-100684,-100592
 "96000","Southwest",6,SQINC5H,45,"..."," Equals: Net earnings by place of residence","Thousands of dollars",10550405,11062061,11348801,11457981,11521597,11909649,11950289,11956449,12258853,12119109,12530685,13049137,13986524,14548804,15220040,15401796,15929476,16053216,16335632,16287500,16365192,16495568,16397024,16512860,16577884,16478964,16644728,16785716,17386140,17689316,17950152,18360320,18730104,19040776,19317172,19636104,19995604,20305572,20698952,20599564
 "96000","Southwest",6,SQINC5H,46,"..."," Plus: Dividends, interest, and rent 4/","Thousands of dollars",1434840,1442024,1473080,1501580,1584108,1609124,1644128,1693464,1778708,1818228,1879588,1935860,1928672,1974168,2010668,2053452,2097796,2162172,2203900,2265564,2326592,2413264,2456676,2502260,2639560,2659236,2714160,2761624,2821536,2860880,2920424,2965360,3008768,3047788,3098564,3173168,3297884,3358228,3404556,3434104
 "96000","Southwest",6,SQINC5H,47,"..."," Plus: Personal current transfer receipts","Thousands of dollars",820168,792388,752264,707000,746972,774900,812048,850012,1451456,1008836,795052,790436,802848,820564,830612,826276,790080,793584,849944,842096,881720,867908,867868,883024,889612,914236,932060,979704,1006712,1033056,1053048,1063024,1099916,1107576,1136404,1145936,1203316,1261984,1277864,1371612
 "96000","Southwest",6,SQINC5H,50,"..."," Wages and salaries","Thousands of dollars",7399224,7465012,7787860,7868548,8097016,8031680,7901064,7860644,8178168,8584264,9037968,9424008,10005364,10350312,10559788,10782088,11515680,11537200,11785132,12124412,12174580,12324384,12365152,12301468,12421956,12376748,12396072,12611484,13035056,13363364,13647972,13931292,14389704,14684140,14800076,15101044,15424536,15545068,15714044,15660888
