GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948:Q1,1948:Q2,1948:Q3,1948:Q4,1949:Q1,1949:Q2,1949:Q3,1949:Q4,1950:Q1,1950:Q2,1950:Q3,1950:Q4,1951:Q1,1951:Q2,1951:Q3,1951:Q4,1952:Q1,1952:Q2,1952:Q3,1952:Q4,1953:Q1,1953:Q2,1953:Q3,1953:Q4,1954:Q1,1954:Q2,1954:Q3,1954:Q4,1955:Q1,1955:Q2,1955:Q3,1955:Q4,1956:Q1,1956:Q2,1956:Q3,1956:Q4,1957:Q1,1957:Q2,1957:Q3,1957:Q4
 "92000","Mideast",2,SQINC5H,700,"H","   Finance, insurance, and real estate","Thousands of dollars",2094568,2160064,2214808,2223308,2242808,2258152,2270308,2348136,2402528,2516948,2612584,2711660,2711328,2729952,2761812,2841588,2844080,2899560,2975220,3044412,3056656,3121304,3187132,3249532,3322916,3401208,3511832,3598784,3676700,3760644,3862036,3920072,3910460,3976460,4027800,4107020,4190360,4256344,4324576,4392776
 "92000","Mideast",2,SQINC5H,800,"I","   Services","Thousands of dollars",5601836,5739492,5782700,5803540,5836268,5834800,5909448,6106072,6196284,6281464,6374300,6557692,6648004,6665208,6877728,7025308,6988464,7056016,7200000,7339268,7456500,7611124,7710200,7778608,7801044,7861212,8035960,8342620,8422128,8689972,9004252,9246116,9143288,9336620,9558428,9729168,9977944,10143464,10281404,10340892
 "92000","Mideast",2,SQINC5H,900,"...","  Government and government enterprises","Thousands of dollars",5375684,5476940,5652640,5851076,5908708,6026856,6129724,6144296,5925697,6034029,6287557,6647933,7039252,7437124,7838492,8173636,8446372,8641092,8806244,8887652,8876232,8885604,8890820,8956992,8869964,8951812,9092176,9196696,9263936,9385964,9518204,9679628,9792048,9972448,10185284,10347112,10452468,10672776,10914048,11196416
 "92000","Mideast",2,SQINC5H,910,"...","   Federal civilian","Thousands of dollars",2191764,2196680,2218628,2262468,2360824,2400988,2403428,2379500,2253108,2272976,2364308,2529576,2727508,2914624,3074868,3204952,3273500,3344924,3379068,3373688,3371404,3340172,3316592,3294272,3197620,3187580,3206156,3244848,3323736,3381316,3438496,3486884,3491328,3541164,3593720,3636216,3706304,3776000,3863232,3974372
 "92000","Mideast",2,SQINC5H,920,"...","   Military","Thousands of dollars",777856,794056,820312,860248,847312,889612,909500,916116,823224,867432,963680,1110036,1256172,1407172,1532932,1632708,1780904,1837208,1864344,1860920,1822492,1803036,1789980,1777284,1747736,1731400,1724080,1715000,1662892,1660488,1662856,1664024,1608648,1612332,1615976,1607972,1538084,1537420,1540696,1552716
 "92000","Mideast",2,SQINC5H,930,"...","   State and local","Thousands of dollars",2406064,2486204,2613700,2728360,2700572,2736256,2816796,2848680,2849365,2893621,2959569,3008321,3055572,3115328,3230692,3335976,3391968,3458960,3562832,3653044,3682336,3742396,3784248,3885436,3924608,4032832,4161940,4236848,4277308,4344160,4416852,4528720,4692072,4818952,4975588,5102924,5208080,5359356,5510120,5669328
"Note: See the included footnote file."
"SQINC5H: Personal Income by Major Component and Earnings by Industry (Historical) 1/"
"Last updated: March 6, 2019-- revised statistics for 1948:Q1-1957:Q4. "
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
